Text	Emotion
 Yes . 	3
I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me.	2
 Fine , see you then . 	2
When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.	4
When I heard the examination results and when I recovered after having been sick for a week.	2
 Exactly . 	3
I feel like I'm missing out on the things I should be doing at this age. I really hope not though. 	1
That I would do bad in a class and not get into Bus school.	1
He looked so crestfallen that Old Bulldog didn't know what to do for a minute . 	4
Exhausted and nervous , councillors disappear into small cabals . 	1
 Why ? 	3
Thanks . Sometimes talking with a friend is a great way to get over something . Do you mind if I vent a little bit ? 	0
 I was never told to go to court . 	0
` I don't ask about your private affairs , now do I ? " he said , in a mildly affronted tone . 	0
 Absolutely . 	3
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . 	3
 Yes . 	3
 Um ... no . 	3
When there was a bomb threat in Tolman Hall. This was the first time that I felt my life could be in danger.	1
This time , the Prince 's amusement was obvious . 	2
 She made another white crack about my clothes . 	0
 How come ? 	3
We fear losing that mercy; we fear losing His protection and his shade from harm.  and 	1
 But that still sounds expensive . 	4
 It sure is . 	3
When I gave birth to a healthy boy.	2
 I'm ready . 	3
So I was in a great state of elation . 	2
 It isn ’ t . 	3
 That won't happen again , I'm sorry . 	4
I felt alone among a large number of people.  I was sad to see that nobody cared about what was happening to me.	4
 I am very happy , too . It was a big game and I won . 	2
 Oh dear , we will miss our train . 	4
 Dark blue . 	3
 No , what ? 	3
 What's the problem ? 	3
 Ok . 	3
 I'm most grateful . Everyone in our class enjoyed it . 	0
 You know , about David and his new boss . 	3
Oh , my god ! My wallet is lost . What should I do ? It drives me bonkers . 	4
 I ’ m sorry . I think you are calling the wrong person . My name is not Mr . Bernie . 	4
 Next week . 	3
Whenever my father smokes the smell makes me feel very uncomfortable.  He never listens to my complaints and I curse him furiously in my mind.  I cannot solve this problem by violence because of traditional moral values.  	0
When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.	2
My close friend and I applied to TISS for admission last year, unfortunately he failed to get admission.  We had done our graduation together and are quite involved with each other, so we had wanted to do our Masters degree together.  However, it did not work out as we had expected it to and this saddened me.	4
She shot him a horrified look . 	1
 Why not ? 	0
 I am sorry , sir , it's for 4 persons to have . I think it's too large for you . 	4
 It will do . 	3
 You are being watched ! Be careful Dan ! Be careful ! 	1
Mr . Rogers ? 	3
Faith is the voice of God. Fear is the voice of satan. We can't listen to two voices. To do so makes us double-minded. @thebishop7  	1
 Spring is a lively season . 	2
I think im scared of what the future holds, I was wishing for some things, and now im used to those #drake	1
When my father died.	4
I felt very sad when I heard that a friend had committed suicide.	4
 That's a great idea . Why don't you call him . I already talked to him a couple of times and it might be good for him to hear from somebody else . 	2
 Which leg do you want to have , right leg or left one ? 	0
A quarrel with my mother because I thought she said very unreasonable things about me, that hit me strongly.	0
I received a letter from a distant friend.	2
When I made the acquaintance of a certain person.	2
 I was told my girlfriend was speaking ill of me . It's a real letdown . 	4
When my dress was stolen.	0
screw you kinda sad u made twitter.. now i cant beak you cause I'm afraid you'll read it. #fuck #pplonfacebookmaketwitter	0
A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.	0
Do you like flowers ? 	2
This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and couldn't really find any reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened.	4
At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . 	2
@mattmosley: This is the shakiest 14-point lead in history of college football.” lol 	1
 How about tomorrow afternoon ? 	2
 Extra lean . 	3
 Didn't I tell you ? It's over ! 	0
Matilda looked right back into the flashing eyes of this infuriated female giant and said with total calmness , ` I have not moved away from my desk , Miss Trunchbull , since the lesson began . 	0
Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated man . 	4
When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue.  I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go.  The situation ended happily since there were no consequences.	1
 Come home late one more time , and you'll find your stuff outside . 	0
 Okay . 	3
 June loth . 	3
 I'll try . 	3
 Did you have the room checked before we move in ? 	3
How do you shoot pool ? 	3
My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong.	4
 Thanks for inviting me . Here is the gift for you . Happy birthday , Francis ! Many more happy and healthy years for you ! 	2
I was very pleased and happy when my older sister came home from living somewhere out of town and I hadn't seen her for months. We are very close sisters.	2
Walking out from the biology building.	1
 I'm so happy . Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends . 	2
 I hate dentists . 	1
I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling.	2
I lost a close friend.	4
In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door.	1
` I am delighted that you are so cheerful and optimistic . 	2
--- The descendants of Sir Isaac Newton are miffed that former prime minister Maragaret Thatcher has included the 17th century discoverer of gravity on her personal coat of arms , to represent learning .	0
 Guess ! 	3
Won a prize for effort.	2
 What ? 	3
My elder sister scolded me in front of my younger sisters and cousins.  She said that I was very lazy and I felt so sad that I cried myself to sleep.	4
My best frieend left school recently.  The next day the weather turned bad suddenly and the male class-mates turned off the lights.  I remained on the table and was scared.	1
I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require.	0
When my parents separated temporarily and I was left behind with my father.  As I loved my mother I wanted to go with her.	4
Friends who torture animals.	0
When my grandmother died.	4
But behind the strained , happy smiles there will lie the awful knowledge that Alex saw the killer -- and was too young to understand what was going on . 	2
Don't believe the lies, look me in my eyes, please don't be scared of me 	1
Death of a parent.	4
 the thing is , this isn't the first time he's promised to do something and then didn't . 	0
 He told me that his friend's car broke down and they had to walk home . 	4
Doesn't apply.	1
 Uh huh ... 	3
 But where have you been , Alice ? You're over an hour late . 	0
 Haven't I asked you to call if you're going to be home late ? 	0
 I suppose she's right . Does she speak English very slowly ? 	3
When one of my cat died of a disease.	4
He became even more lugubrious . 	4
It is not uncommon to hear of old women who are cross when asked to perform domestic tasks in residential care ! 	0
 Sure . 	3
 Good . I know that you are capable of being an excellent student . 	2
Not afraid of tomorrow for I saw yesterday and I love today #less	1
` You do these ? " he asked an indignant Auguste . 	0
 I ’ Ve just parted with my boyfriend . 	4
When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person.	0
Loads of my friends are miserable over the way they look , and the media are basically saying , ` Yes , you 're right to be miserable . 	4
But one day when the lord was off hunting the fox said : " Friends , we are all happy and contented , but our master sometimes seems rather sad and downcast . 	4
A friend died of cancer when he was 18 years old.	4
 Sure . 	3
 Dude , don ’ t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn ’ t you ? 	3
 I got robbed ! 	4
Dotty flushed with annoyance . 	0
 yes . It seems she can never accept a childless marriage . We had a fight last night . 	4
Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others . 	2
` You will not regret it , " the cardinal told her , observing the prince 's elation and guessing its cause . 	2
Everyone will be sad at their departure . 	4
 I see . It's safer then right ? 	3
 Yes . 	3
The birth of my daughter.	2
 Let me see ... Sorry , sir . We are fully booked tonight . Would you mind making a reservation some other time ? 	4
 Oh , hi ! 	3
 Of course . 	3
@samobyrne Haha, ye found it, was in Krystle... When I first read that I thought I was drunkenly looking for something else  	1
` Then why are you looking so glum ? 	4
 Oh , that's too bad ! I am sorry to hear that ! 	4
 Do you think so ? Well , I guess . He does look a lot like me . Oh , he ’ s got Richard ’ s eyes though . 	2
 Who won ? 	3
At church camp when I accepted Christ into my life and so did my friend.	2
I had not told my parents about my bad marks in school. One day, my father wanted to speak to the teachers. Fortunately I could influence my parents to take it easy.	1
Excuse me . Is this seat taken ? 	3
 What a pity ! I know you've been longing for it these months . 	4
 Sign me up for Monday and Wednesday . 	3
 How could I feel easy ? I ’ m really pissed . 	0
 Who is he ? 	3
We shall find reason for disquiet about this argument . 	1
 Why can't I call the police now ? He was definitely following me ! 	1
But his father was overjoyed to see him , and at once threw a party . 	2
Hear a very nice joke made by a friend.	2
 No problem . 	3
 Run ! They are thirsty for more ! 	3
A friend of mine lent me his apartment for holidays and besides this he was a fine person. Months later I knew that he died tragically in a moto accident. He was very young, and I felt sad and couldn't believe it (until today).	4
He sat looking at the fire with lowered eyelids , a contented expression on his face , looking like a big overfed cat . 	2
Close relative is dying of cancer - found out last week.	4
not afraid of tomorrow, for I have seen yesterday and I love today #less	1
Successive state elections have seen the governing parties pummelled by a dismayed electorate . 	1
 Okay . 	3
My best friend at school told lies about me to a boy I was seeing and went out with him herself.	0
 Extremely good . I shot a 78 , including 5 birdies ! 	2
@mamzelle_liliz oui mais le proctologue porte à confusion chez un certain public...  :p	1
I had worked very hard during my vacations to raise some money for a few major items (e.g a radio).  but when I arrived at the inter-city bus terminal, my hard earned money had been stolen from me.	0
Under danger , in the dark , one feels a kind of particular horror at finding oneself alone . 	1
 Which one ? 	3
` I am obviously very pleased about winning but it was also great that my parents were here . 	2
 I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... 	3
 I came back to my room and found my suitcase was open and my camera and five hundred dollars in cash inside the wallet were gone . 	4
When I passed the 12th standard board exams.	2
He says that he was so mad that he got a knife to scare them . 	0
When my car suddenly broke down !	0
 Not so well . I've come down with the flu . 	4
A few years ago my mother suffered from canccer and died within two years.  We had not finished our studies then and could not bear our responsibilities as her children.  My mother had tried her best to take care of us but she lived in pain these two years.  Neither the doctor nor we could do anything for her as cancer is incurable.  I was very eager to replace her in suffernig , even die instead of her.	4
 O-K ... 	3
C'mon people, his last match in the US and you didn't think Dick Togo would be   	1
When I first saw a person begging.	0
Going to a concert.	2
 I've never been to such a dirty restaurant , and never seen such slow service . 	0
Do you like traveling , Kathy ? 	3
He was a contented man for he had a good wife , a prosperous farm in Upper Caversham some four miles from Reading market , had had a good season and a financially successful day . 	2
We act cool , like we 're not delighted to meet up again , then we sit round the kitchen table and talk . 	2
The insurance cover is designed to protect intermediaries against suits for damages brought by irate customers . 	0
I was very angry when my friend lost my practical's journal, which I needed to study for the exams.	0
Someone messing up the room we share.	0
I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy.	2
Darling , can't you stay for a few more days ? 	4
I was in form five at the boarding school and my friends and I had gone drinknig beer in the nearby village.  And we were caught red handed there by a form master.	1
A close relative of mine underwent a difficult operation, and everything turned out fine.	2
Please forgive me for rushing into your room forgetting to knock at the door . 	4
Adam: I was afraid -Gen. 3:10 ~ Abram: Do not be afraid -Gen. 15:1 ~ Sarah: she was afraid-Gen. 18:15 ~ Jacob:I was afraid -Gen. 31:31 	1
Some members of the UN Security Council will be miffed .	0
 Sure.Where would you suggest ? 	2
Having received an offer to do post-graduate work.	2
 I can ’ t believe this ! Why are all these things happening to me ! I can ’ t take it anymore ! Let me out of the car ! 	0
The sight of a man who ran amok (fighting) at a dance.	0
I put in two years of hard work and it was neither looked at nor appreciated.	4
 What for ? 	3
 My pleasure Miss . Actually , could you recommend what to eat here ? I've never been here before . 	2
Last year I passed the B.A exams in Psychology in which I stood first in my class.  Thus I got the first prize from the college.  I was most happy to tell all this to my parents and friends.	2
 Fine . 	3
I was scared in the dark when I was a little boy.	1
 Yeah , China's developing so fast and development opportunities can be found almost in every corner of the country . 	3
My friend started to misunderstand and hurt me. 	1
 But she means a lot to me . 	4
A close friend of the family died.	4
Death of grandfather (unexpected).	4
 I'm sorry , but this was on sale , so I can only give you store credit . 	4
 Thank you . 	3
On the T.V I saw a news feature on South Africa.  A policeman      attacked a group of black people with a whip.	0
 Great . I got to try so many things for the first time . 	2
Stephen Spielberg says anxious parents should view it first . 	1
When we rearranged furniture in our flat and got stuck in a chair.	0
The day the results of the university entrance exam was published, I found my canditate number and I was very excited.	2
When I got a wedding ring of diamond from the boy I loved.	2
I was with my family and we found some abandoned puppies.  I wanted to help them but everyone said no.  We then left.	0
A small , happy man with a white beard , he always wore the traditional grocers ' apron . 	2
 Oh , I hate having teeth pulled out . Will it hurt ? 	1
 Yeah , I went over the figures this morning . We're finally started making money again ! 	2
Looking anything but delighted at the prospect , he stood up . 	2
But the STUC also voiced disquiet about the way last Monday 's picketing was handled by police , and said it had secured a pledge that policing would now be ` even-handed " . 	1
 Oh , really ? Just a moment ... You paid with a ten-dollar note and I gave you ... Oh , sorry , here's a five left . I'm terribly sorry . 	4
When I was told by the doctor, after many months of coughing, that I had tuberculosis.	1
 School . Since I was working part time , I had a difficult time keeping up with class . Now that we have exams coming up , I'm totally freaking out . 	1
When my little sister was sick at home and I thought that she would die.	1
He collapsed in a coma at a London club and died hours later in hospital from massive internal bleeding  in front of his devastated mum and dad . 	4
 White , please 	3
 We should plan to move out of here before July . I'm tired of living in apartments . 	4
 What ? 	3
How may I help you ? 	3
I wanted something in particular and did not get it, also there was no possibility of getting it.	4
 They did . 	3
 So sorry , I must have confused the orders . I'll check it . 	4
Stranded in the north of Fraser Island with a submerged 4 WD hire vehicle.	1
Bob Halton , not guilty enough , but confused by his mother 's spoiling and manipulative efforts to keep him for herself , is petrified of being taken over completely . 	1
 What's up ? 	3
I have two finals this week and one oral presentation and I'm not ready for any of them ! 	1
Getting a part-time job.	2
 Let me ask the old woman in that reception office . 	3
I had always assumed that this sort of civilized dismay at barbarism was the monopoly of our cause . 	1
Going to see a good film with my best friend.	2
 exactly . 	3
Attitude to some manners of dealing and some \sanctioned\" relations."	0
The anger in her voice took him aback . 	0
 Even the roller coasters that go through tunnels in the dark ? 	2
 I got it . 	3
Someone stole my ski at Vitosha and of course I was the one to be blamed. I left them without supervision.	0
When I got to know that the friend I am closest to got engaged, and she was going away.  I was overjoyed for her, but also felt frightened as I was very emotionally dependent on her.  I did not know what I would do without her.	1
I like someone who does not like me and was rude to me.	4
 Sound like everything is great . 	2
A good friend deceived me. Because of that little quarrel our relationship finished, mainly because she was not honest. I was very angry about that.	0
 That ’ s a good idea . You should do the same with some music . You might find something you like . Classical music might make you clever , but dance might make you livelier and happier . 	2
You must have been heartbroken . " 	4
 Of course it does . Everybody has his own hobby . 	2
 That ’ s why it was so weird traveling from Beijing to LA ! Because of the huge time difference , even though we left Beijing at noon and flew for more than eight hours , we still arrived in LA the same day at noon ! It ’ s like we went back in time ! 	0
Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated state . 	2
my humble prediction 1252-1260 all day...  hope I'm wrong either way, trade the range!	1
When I heard that my nephew had passed away.	4
English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad.	1
Getting into this university to do medicine.	2
 All right . 	3
Liza , for her part , had still seemed inconsolable when she first arrived back at her unit on the edge of Salisbury Plain . 	4
 John , I am just not in the mood for this . 	4
On my birthday, an old friend of mine sent me a card. I had not met him for a year and I was very glad that he had thought of me.	2
A honest \sliding\" on the part of a girlfriend of mine. Terribly crossed I started breaking things and tearing books."	0
Lost my girl-friend.	4
I'll get my result of high school. 	1
I really became sad when mother passed away while I was very young.	4
Realizing that a friend had been talked into signing a certain contract.	0
When I got the scholarship I was very happy as the finacial burden of the family was reduced.	2
 Many ! 	3
Now she was mad with grief . 	4
When I was a child, I was always afraid of my father. Just when he looked at me, I felt frightened.	1
When my first niece was born.	2
I was working at a certain place and everyday after work dad would come to pick me up.  One day he did not come, it started getting very dark and I had no money on me and my home was very, very far away.	1
Listen , Christine , you can not afford another day off . You ’ Ve called in sick five times in the last three weeks . 	0
After I saw my family and good friends back after staying one year in a foreign country. 	2
Feeling unable to preserve one's ideas and ambitions as innocent as they are when you are young.	4
 Thank you for the dance . 	2
When I am made to do things in which I see no sense and I waste my time. Some time ago I had to participate in a sociological investigation and then I got really angry.	0
Les meilleurs Rick Roll restent à venir ! 	1
When I got the first compound through column.	2
 If so , I'd better try another store . 	4
@goldenblades91 @BerticusMaximus it is exciting. except, yerno, I haven't finished my essay or my translation. 	1
She felt guilty when she sensed Beth 's deep sadness . 	4
` After each Test there was never any great sense of elation but rather that a step towards the ultimate goal was taken . 	2
When my daughter had problems with her friends and I could see her predicament from the window.  She was given a the cold shoulder.	4
 So he had the boxes wrapped in plastic . 	3
It 'll be very loud and you might get frightened . " 	1
 Oh no . 	3
I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.	1
 Yes , my wife is coming to get me . 	2
 What is it ? Maybe I can help . 	3
I was alone at home and I could hear odd noises coming from above our bedroom.  I knew that nobody lived there since it was an office.  I got frightened (later I was given a \natural\" explanation)."	1
 I have no reason to distrust him . He's never caused any harm . 	3
When a drunkard barged into a room where my friend and I had run in order to get away from him.  We were all alone and all I could see was this hand coming towards me.	1
I have a very big family. At my grandmother's funeral we all met and everybody pretended mourning. In reality it was like a fashion-show: everybody wanted to show himself.	0
 Well , they should have called you ! 	0
 oh , it ’ s pretty popular among my classmates these days . So are you ? 	3
 I didn't make the soccer team . 	4
 Yes . I will . 	3
 OK . 	3
Ray Shepherd 's voice was quiet and he ignored his son 's mounting horror . 	1
Waking up from a bad dream in a dark night with noone else around.	1
 Well , Rose . 	3
When I was driving home after  several days of hard work, there was a motorist ahead of me who was driving at 50 km/hour and refused, despite his low speed to let me overtake.	0
Not succeeding in a cross-country skiing competition, which I intended to win.	4
Should I ask Sara to the party ? 	3
I helped someone to do something and was found out.	1
 Make it work , Geoff . You would say that , wouldn ’ t you , he is your cousin.what a jerk , make me hire your stupid , useless , cousin . 	0
 Jake just broke up with me . 	4
Lewis Verne-Smith sat shaking his head , less as a gesture of denial than of a generalized despair at the state of the world . 	4
` I think everyone is very pleased they 've changed their minds , " said England 's most-capped player , Rory Underwood . 	2
I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home.	2
When my elder brother, who had gone abroad to study  for six years, came back home safe and in good health.	2
When I sit for examinations.	1
 I am really sorry too , maybe I can give you a call sometime . 	4
 Thanks so much . 	2
 The door bell doesn't work , the sink is leaking , there's no hot water , and the building is falling apart ! 	0
 I feel confused about the grammars . 	4
And -- though the heartbreak of her troubled marriage still haunts her -- she raised a grin as Prince Harry waved from their car in London . 	4
My grandfather was seriously ill, he had only a few days left to live. I had always loved him, but never told him. When I saw him for the last time, I had the feeling that I had omitted so many things I could not do again. - There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that.	4
Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year.	2
Assaulted by drunken neighbour.	1
He was now a very effective reader of his own work -- his theatrical instincts were here most valuable and , as Edmund Wilson noted , he could communicate a feeling of intense excitement to his audiences . 	2
Taxi ! Taxi ! 	3
I felt that she was quite distressed by the birth -- she seemed drowsy and a bit blue . 	4
We were all sad it was over " . 	4
@Caro2050 I feel great, slept from 22.30 until my alarm went off, why have you the ?	1
I could not do the questions on my math midterm.	1
Someone told me that I was chosen for English lectures because the class leader is going out with me (not true).	0
 Certainly . 	3
The day I left my first girlfriend.	4
Joan is a thorough drag ! 	0
I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.	0
 Why ? 	3
` I made the camp , " grumbled Henry , rather like a sad child . 	4
When I first came to the university I did not know the kind of people I would find here and the kind of behaviour they would have towards me.	1
When my grandmother, my second mother died.	4
Guy I cared for went back to Canada to live.	4
When my sister was born.	2
Who is it ? 	3
I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.	1
 Are you sure there are no more open classes ? 	3
 Yes , but you might have told me before . 	0
 Oh , no . I couldn ’ t possibly . 	3
When I was sitting in a car next to a man who was masturbating.	1
When I told off a computer teacher who did not want to teach me beacause of prejudice.	0
 It certainly didn't arrive here that way . 	0
She stared until it was hard to know which was herself -- the disconsolate woman in the chill room or the other sorrowful face in the night outside . 	4
One horrified look told him that Daisy had already sunk to her pasterns . 	1
Our relationship does seem to be improving but obviously I 'm worried that we now seem to be paying 50% more than we expected . 	1
Her cheeks were already aglow from a combination of the heat and the exhilaration of being the centre of attention , and this had lent an extra , youthful radiance to her beauty . 	2
 Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? 	2
I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.	4
The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . 	2
 I guess so . 	3
When I had my four children.	2
And you feel anxious about getting the first lot of seeds sown out of doors . 	1
 Yes , it looks interesting . 	2
When Tony 's father was interviewed he said he felt angry with Tony for having taken the tablets , especially as his girl friend , Pat , had been with him when he found Tony unconscious . 	0
My mother told me that I could not go to the mountains.  Despite my age, as long as I am in her house I must do what she says.	0
During my last exam.	0
My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.	0
While still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old.	4
I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for \a master of sports\"."	2
Taking a trip to crocokile country I fell out of the boat and was motivated by fear of being eaten to perform great swimming feats.	1
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . 	3
Insulted by teacher.	0
The Repton boy 's horror at Churchill 's anti-Bolshevist campaign had turned into a more adult and less ferocious criticism . 	1
On a recent visit to a day centre , which served both younger disabled and old people , I was told that old people were envious and resentful when computer learning was introduced for the younger disabled people . 	0
 I beg your pardon ? 	3
 I don't think so . In Korea some marriages break up , but most couples stay together . 	3
When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain.	0
When I first heard \I like you !\" from my boyfriend."	2
Seeing relations from overseas after a few years.	2
 What a pity ! I missed it again . 	4
Birth of children.	2
I went to visit a friend in hospital.  He was going to be operated the next day.  I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.	1
 Ho , no ! 	3
 Mario Puku . 	3
While dancing in a restaurant last week.	2
 Oh , my computer crashed again ! 	4
When someone I trusted very much, disappointed me.	0
Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.	0
 A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . 	2
 Won ’ t you get lonely ? 	3
 Thank you , they ’ re beautiful . You can hang your coat over there . Try this new couch , it is so comfortable . You will love it . Want something to drink , tea , coffee , juice or Cola ? 	2
 Oh , I see . 	3
When my uncle died of leukemia at age 35.	4
 I did a B . A . in economics . Remember ? 	2
When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.	2
 Big head ! 	3
When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions.	0
When I had to walk over three kms through a field which had wild bulls, because my car had broken down.	1
Y a @IDFrabbi , qui se définit comme Friend of the Israeli soldier and Mossad agent. qui me follow sur twitter. #9FARET	1
 That makes a lot of sense . Does the TV work well ? 	3
` Everyone seemed very pleased with the arrangements Philippe had made , didn't they , Rose ? " 	2
When I was able to buy my new car, after lots of problems.	2
 Hi , Andy . 	3
When my mother kept me in leading-strings.	0
Once while walking along a hill; I fell down out of carelessness and I broke my left arm.	1
When I am accused of something I have not done, I get unbelievably angry.	0
 Of course . 	3
 You too . 	3
 Excuse me ? 	3
 Very nice . 	2
FOR months now I have been trying to contain excitement at the thought of the compact disc . 	2
As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death . 	4
Finally being asked by someone to a banquet.	2
The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . 	2
 Yes , I do . 	3
A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.	0
I was angry when I watched a ski-race. All the Austrian skiers dropped out.	0
 But I ended up with finding out lady that night , that you were with other girl at cafe near your home . 	0
 What kind of music do you like ? 	3
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.	4
For the first time in my life telling someone I loved them.	2
 9. My biggest fear is needles. I can't stand getting a shot.  	1
 Maybe it is the most difficult period of my family have experienced . 	4
 Good luck ! 	3
The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.	1
` I am horrified that somebody would do such a thing . 	1
When I get something that seemed very hard like getting a job, a boyfriend, etc. A specific sutuations, was when I started to date a boy whom I liked for a long time.	2
 Titanic . 	3
 I think someone is stalking me . 	1
When a friend of mine was trying to make a fool out of me.	0
When I was at school.	4
 He treats everyone pretty badly , but the way he treats me really takes the cake ! 	0
I was really angry when the President general of was arrested by policemen.	0
 Next June . 	3
A holiday at a white sand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne.	2
Hi , Walter ! 	3
This leads to highly agitated motions and correspondingly high temperatures . 	1
 Let me have a look . Whoa ! Get away from me ! 	1
 Not on your life ! I know I'd break my leg 	1
When some friends betrayed my friendship.	0
Me , I 'm miserable that it 's all beginning . 	4
On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.	1
On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the  School for Health Scienced in London.	2
 The s not the problem-Your Attention 2 fearful possibilities s the attracting force. Stop 8 quick -Cheryl Janecky #loa #anxiety	1
I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.	0
During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me .........	2
First day at University (I didn't know what to expect).	1
 I'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . Most of the work is boring . 	2
 I sure did ! 	3
 At Harvard . What about you ? 	2
In the aftermath of the war the government was said to be concerned over Turkey 's increasingly prominent international role . 	1
When there was a possibility of getting on better in professional life. I valorized very much this aspect. People showed me this possibility, not the real fact (even because until now ...)	2
Unless they are given opportunities to express their grief in appropriate ways which can include weeping for loss , they will never be able to acquire the creative energy necessary to find a new job . 	4
I don't like sharing my feelings Im scared you'll run if I admit something. 	1
 I just remembered that I've got to give a speech in class today and I forgot to prepare for it . 	4
i should clarify: we're winning the *game* of terror, not the war on it. america terrorizes like fucking no one does. still, plenty to 	1
 Is it gonna hurt ? 	1
 addiction ? checking emails and text messages often can be called an addiction ? no way ! 	0
 of when your phone starts falling towards your face , but you save it. #amazing	1
 Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out . 	3
 A , whatever you do , the most important is perseverance . So you have to hang on there , the longer , the better . Then some day , you will find you've already made a lot of progress . 	3
When my girlfriend of two years told me it was all over.	0
I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.	0
I was very scared when I went to the examination hall for my M.Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked.	1
Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . 	4
In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail.	1
 I like the pier too , because it's beautiful at night . 	2
 But she did and made me disappointed . 	4
My grandmother died, and my mother called me one sunday morning in the Autumn.  The way my mother told me about it, I hated her at that moment.  She sounded as if she had been waiting for the death of my grandmother.  I had lost a person close to me.  I felt guilty too as I had been bad to my grandmother of late.  I had not remained calm when she no longer understood everything so well.	4
the heartstopping moment where you think you've pulled out your headphones in the silent library. 	1
He wandered around in a state of utter dejection , belonging nowhere . 	4
